tolerance_m,precision,recall,f1,num_gt_positives
0.5,0.0,0.0,0.0,0
1.0,0.021505376344086,0.3333333333333333,0.0404040404040404,6
1.5,0.053763440860215,0.2941176470588235,0.0909090909090909,17
2.0,0.064516129032258,0.2068965517241379,0.0983606557377049,29
