reference_index_fraction,precision,recall,f1
0.0,0.0659340659340659,0.2068965517241379,0.0999999999999999
0.2512820512820513,0.0625,0.2068965517241379,0.096
0.5025641025641026,0.0666666666666666,0.2068965517241379,0.1008403361344537
0.7538461538461538,0.0681818181818181,0.2068965517241379,0.1025641025641025
1.0,0.0631578947368421,0.2068965517241379,0.0967741935483871
