dataset,method,precision,recall,f1,max_f1,average_precision,recall_at_100_precision,recall_at_1,runtime_sec,num_query_segments,num_reference_segments,baseline_policy,seed,ground_truth
uzh_fpv,LPGW,0.7114093959731543,1.0,0.8313725490196078,0.8313725490196078,0.7003727067044572,0.0,0.04716981132075472,1.371213666,150,496,subsample_fixed,42,canonical
uzh_fpv,DTW,0.9537037037037037,0.9716981132075472,0.9626168224299064,0.9626168224299064,0.9937734393195921,0.8773584905660378,0.8113207547169812,35.562745833,150,496,subsample_fixed,42,canonical
uzh_fpv,Frechet,0.8407079646017699,0.8962264150943396,0.867579908675799,0.867579908675799,0.9379316357178178,0.5471698113207547,0.5471698113207547,100.897505459,150,496,subsample_fixed,42,canonical
uzh_fpv,Hausdorff,0.8888888888888888,0.9811320754716981,0.9327354260089686,0.9327354260089686,0.9841963949887255,0.8207547169811321,0.6509433962264151,8.483738541999998,150,496,subsample_fixed,42,canonical
