num_query_segments,num_reference_segments,num_pairs,distance_matrix_shape,runtime_seconds,time_per_pair_ms,time_per_query_ms
25,25,625,25x25,0.06941212500000038,0.1110594000000006,2.776485000000015
50,50,2500,50x50,0.13615400000000033,0.05446160000000013,2.7230800000000066
100,100,10000,100x100,0.32129054199999985,0.032129054199999986,3.2129054199999985
150,150,22500,150x150,0.593341917,0.02637075186666667,3.95561278
200,200,40000,200x200,0.8010190420000001,0.02002547605,4.00509521
