num_query_segments,num_reference_segments,num_pairs,distance_matrix_shape,runtime_seconds,time_per_pair_ms,time_per_query_ms
25,25,625,25x25,0.05890112499999978,0.09424179999999964,2.356044999999991
50,50,2500,50x50,0.1787198330000006,0.07148793320000024,3.574396660000012
100,100,10000,100x100,0.32164070800000033,0.03216407080000003,3.2164070800000033
150,150,22500,150x150,0.5824433749999995,0.0258863722222222,3.8829558333333303
