overlap_ratio,method,precision,recall,f1
1.0,LPGW,0.7009803921568627,0.4230769230769231,0.5276752767527675
1.0,DTW,1.0,0.5242718446601942,0.6878980891719745
0.8,LPGW,0.7142857142857143,0.1331360946745562,0.2244389027431421
0.8,DTW,1.0,0.5339805825242718,0.6962025316455696
0.6,LPGW,0.7872340425531915,0.1094674556213017,0.1922077922077922
0.6,DTW,1.0,0.5242718446601942,0.6878980891719745
0.4,LPGW,0.5483870967741935,0.0502958579881656,0.092140921409214
0.4,DTW,1.0,0.5339805825242718,0.6962025316455696
