reference_index_fraction,precision,recall,f1
0.0,0.6910994764397905,0.3905325443786982,0.499054820415879
0.2505050505050505,0.6903553299492385,0.4023668639053254,0.508411214953271
0.501010101010101,0.6839378238341969,0.3905325443786982,0.4971751412429379
0.7515151515151515,0.6878306878306878,0.3846153846153846,0.493358633776091
1.0,0.6810810810810811,0.3727810650887574,0.4818355640535373
